Author_id,Isbn
A4078,0449907899
A0436,0345301064
A4079,0226462110
A4080,0425062341
A4081,0806967315
A4082,0944031072
A4083,1567182445
A4084,0380776324
A4085,0380776324
A4086,0440504716
A4087,0525942262
A2311,0062508156
A4088,014019536X
A0488,0380816555
A2879,0684848066
A1362,0449211827
A4089,0441627404
A2584,0553562738
A2304,0812555031
A2304,0812536509
A2304,0812553993
A2397,0380708892
A2397,038070613X
A0091,0380805421
A4090,0425171264
A4091,2277219517
A4092,0441794297
A0228,0375708707
A4093,0802134475
A4094,0151003084
A1046,0553274066
A1047,0553274066
A4095,1897783108
A4096,0340767278
A3665,0679750932
A0064,042516098X
A4097,0375701168
A4098,0375701168
A0132,0446613266
A0415,038549081X
A4099,0312267460
A4100,0140329358
A4101,0140329358
A4102,074324396X
A0367,0552998486
A4103,0099759713
A4104,1853260193
A4105,1853260967
A2330,0140440151
A4106,0140440151
A4107,074993087X
A0145,0671041789
A1823,0439139597
A1824,0439139597
A1823,0439064864
A1824,0439064864
A4108,1575665379
A2181,0441005489
A4109,0924171553
A4110,0924171553
A0466,0449909050
A4111,0330412302
A4112,0064470059
A4113,0064470059
A4114,0821222341
A4115,0821221558
A2003,0380726297
A1006,0553292056
A4116,1860119190
A4117,082122154X
A1189,0553213512
A3917,0060933577
A0546,044023672X
A0979,0394839129
A4118,1573220213
A1366,0440180295
A0314,014044582X
A4119,014044582X
A4119,014044582X
A4120,014044582X
A0404,3423071001
A4121,3423071001
A4122,0884270610
A4123,0884270610
A0148,0425170055
A4124,345832402X
A4125,3499613425
A4126,3548021026
A1512,351836605X
A1590,1573229083
A4127,0805058249
A0353,034540047X
A4128,0140255842
A2591,0380805995
A0221,0425169375
A3765,0671727311
A1018,0449003795
A4129,055357874X
A4130,0671896326
A4131,3379017159
A1365,0374190771
A4132,0972660208
A4133,0939165376
A0055,0060935464
A1210,0446322180
A4134,1551668998
A0371,0515116173
A4135,157586326X
A0339,042516828X
A4136,0440910552
A1767,1853261092
A4137,0889950954
A4138,1562477579
A1694,0312876343
A2008,0446519081
A2008,044651862X
A4139,0688002307
A4140,0394708229
A1662,0394708229
A4141,0195085140
A4142,0195085140
A4143,0671765973
A4144,0922729611
A4145,0922729611
A4146,0767902335
A4147,1577311523
A4148,0425166805
A4149,1567185126
A4150,1874166188
A4151,1874166188
A4152,0875425011
A4153,0875426638
A2208,1882723007
A4154,1882723007
A4155,0764809326
A4156,1892137038
A4156,1892137038
A4157,0883681056
A3612,0874776945
A4158,0875422462
A4159,1869928180
A2768,043935806X
A1824,043935806X
A4160,034540002X
A4161,0399507914
A4162,1570627193
A3646,0439313899
A4163,0609608045
A4164,076071004X
A4165,1855381125
A0395,0875421202
A4166,1566199646
A4167,0738700339
A4168,0875423248
A2389,073870279X
A1187,0425158640
A2082,0553236628
A4169,1863739157
A4170,068483183X
A4171,0713715162
A4172,0671532545
A4173,0330360434
A4174,0380723336
A4175,0006498000
A4176,0553210823
A4177,0395771552
A4178,1932560491
A4179,0140304770
A4180,0140444572
A4181,0140444572
A4181,0140444572
A4182,0140029613
A3982,0553213113
A4183,0743489063
A4184,0440225922
A0025,0099993805
A4185,0914457284
A4186,0914457284
A4187,0914457284
A4188,073870234X
A2099,0892132922
A2099,0892133260
A4189,0060988258
A4190,0345406419
A0145,0451184963
A0025,0440220602
A4191,0821766929
A0190,0671721135
A4192,0671721135
A4193,0786864516
A0062,042513525X
A4194,0060688246
A4195,0883960044
A4196,0883960044
A4197,0399149422
A1754,0440972329
A0145,0451156609
A3167,0449132471
A4198,0373111355
A4199,0373114087
A2237,0590298364
A4200,0689107730
A4201,0380016699
A4202,088001072X
A4203,0671760327
A4204,0671760327
A0095,034530988X
A4205,0380728184
A4206,0140298924
A3533,9722105248
A4207,2020239302
A4208,2020239302
A1090,2742743693
A4209,0769613292
A0501,0671628828
A4210,0380716259
A4211,0380716259
A1770,0806509023
A4212,0767901649
A4213,0439173035
A4214,0439173035
A4215,0590187554
A4216,060980748X
A4217,060980748X
A4218,0393049515
A0251,1400031354
A4219,0007106130
A4220,1572241314
A4221,2268013987
A4222,0451202783
A4223,0486277909
A1214,0394578198
A4224,0262192624
A4225,0399135413
A4226,2290318329
A0237,0553278118
A4227,0310478014
A1428,0590477412
A1428,0671868314
A0148,0425170349
A0911,0425068064
A0911,0312975120
A2237,0590433865
A0910,0486270556
A4228,0486270556
A2237,0590433857
A0283,0486296342
A0599,0380709538
A0620,0380709538
A2546,0743400526
A4229,0451188497
A4230,0671656589
A1215,0671695169
A1215,0671695142
A1215,0671729462
A0239,0446608955
A2878,0312287860
A4231,0809293242
A0285,0679417397
A0955,0679779159
A3279,1550546007
A0066,0440204194
A3077,0451408721
A4232,0064472574
A1281,0884042693
A0272,0141439696
A4233,0141439696
A4234,0764548573
A4235,0764548573
A0684,0449203662
A4236,0586087060
A0562,0449221032
A2654,0449218473
A4237,0060926015
A4238,0385018061
A4239,0385018061
A4240,0385018061
A4241,0028600819
A4242,0028600819
A1504,0140248307
A4243,0425065952
A4244,0070064261
A0118,3404149114
A0857,3404149114
A4245,3404149114
A0404,9504001068
A4246,1864501235
A4247,0864426224
A4248,0864426224
A4249,2277229938
A0202,2253150908
A0872,2253048852
A4250,2253048852
A0872,2253044911
A4250,2253044911
A0960,2266067249
A4251,2266067249
A1210,2253033138
A4252,2253033138
A4253,2070380742
A4254,067972883X
A1178,0440414806
A4255,0440414806
A4256,0440414806
A0833,0689825587
A4257,0142302015
A4258,0142302015
A4259,1586480499
A0259,0380821214
A3409,014038572X
A4260,2714303412
A4261,0140621334
A4262,2070389634
A4263,2070389634
A4264,2070389634
A4265,2070368157
A4207,2864241277
A0025,0440241073
A1604,0553277243
A4266,0140161953
A0240,0553287303
A0145,0451190521
A0145,0451190491
A0332,0679404856
A4225,0399141499
A4267,0553100130
A4268,0553100130
A4269,067187294X
A4270,0449215202
A4271,0440204429
A4272,0440204429
A4273,0553259253
A4274,2207305554
A4275,2207249786
A1323,2266102621
A4276,2266102621
A4277,2253140589
A4278,2253140589
A3691,2277233617
A3043,202025462X
A4279,2277116092
A4280,2253049069
A4281,2266002635
A1723,2253044903
A2604,2253044903
A3043,2253152846
A1982,2290312959
A0247,2266104853
A0965,2020579391
A4282,2020579391
A2330,2070366081
A4283,0553225448
A4284,0553225448
A4285,0786703377
A1068,0345350804
A1295,0345350804
A4286,0895551950
A4287,0872168328
A4288,0786705302
A2656,0743203178
A4289,0812550897
A4290,0881849804
A4291,0671725254
A4292,0810934302
A4293,006008118X
A4294,0312266588
A3651,0312906765
A2527,0312274785
A1281,0884042871
A1281,0884042847
A3073,0445204303
A1772,0380003821
A4295,0879801646
A4296,0879801646
A1984,0553227734
A4297,0486232948
A1703,0553241575
A1703,0553205315
A4298,0671493515
A1186,0828103054
A4299,0812561589
A4069,0670884839
A0118,0449227421
A4300,3404118839
A2911,3442430879
A1920,3442430879
A0042,3426600218
A4301,3426600218
A4302,3809413747
A4303,3442723833
A4304,096788330X
A4305,0929141652
A0092,0525244581
A4306,0373706847
A4307,0373706847
A4308,0440414121
A1875,3442441080
A1920,3442441080
A4309,3492238572
A1066,3492238572
A1018,0805010858
A4310,0963622927
A4311,0963622927
A4312,1558506462
A4313,1558506462
A4314,1558506462
A4315,0140245480
A2746,0451167716
A0441,069811695X
A4316,0262121867
A4317,9839236083
A4318,0811830454
A4319,0811830454
A4320,0811830454
A4321,0310329914
A0339,0440203430
A0178,0446606324
A0286,0553211234
A2678,1593080077
A4322,1593080077
A0487,0446604089
A2961,0446603287
A4254,0446343013
A3369,0451202473
A3538,0060548827
A4323,0804119937
A0018,1558746986
A0019,1558746986
A4324,1558746986
A0372,0515132187
A4325,0704349469
A4326,0394758439
A0684,0449213447
A0273,0446670251
A4327,0061098736
A1195,0448095149
A4328,0702227773
A3779,1841219266
A4329,0671015842
A4330,0140149708
A4331,0434271918
A4332,1840461535
A4151,1840461535
A4333,0563534753
A4334,0563534753
A4333,0563487496
A4335,1862042497
A4336,1862042497
A1302,0330328573
A4337,0330328573
A0864,0330328573
A4338,0751516880
A4339,014062225X
A1705,0140622144
A4329,0340765429
A4340,034066049X
A0064,0425154092
A4341,0425179613
A4342,0425179613
A0098,0375724370
A4343,0446677671
A4344,0446677671
A4343,0060969911
A4344,0060969911
A3038,342310516X
A2175,342310516X
A0138,3492040683
A0911,3502506809
A0025,3453127013
A2747,3453172841
A1705,359650547X
A1999,0330262726
A1999,0330253565
A1627,0553057960
A1096,0671014196
A4345,0688171877
A0613,0871136791
A4346,0679400540
A4347,0805009213
A4348,0679406557
A4349,0684814773
A4350,957131577X
A4351,0517881004
A4352,1879181363
A4353,0671518909
A1518,055321277X
A4354,055321277X
A4355,006039241X
A0417,0553380095
A4355,0060391502
A4356,0060391502
A4357,0874779669
A4358,0874779669
A4359,0679726225
A4360,0306810123
A4361,1555834310
A4362,0684841827
A0256,0440504708
A4363,0440504708
A4364,0671521136
A4365,0399518460
A4366,0688140718
A4367,0853301239
A4368,0553284347
A4369,0345356500
A4370,0440473500
A4371,0773674489
A1339,0743423682
A4372,1410798860
A0066,0525945938
A3450,042516876X
A1229,0385496095
A0415,0385475721
A4373,0385319908
A1966,0425142035
A4374,0061096253
A2269,1551667509
A1878,0553277723
A0911,0425068099
A4375,0449146391
A2286,0312421117
A4376,0761514430
A4377,0761514430
A0577,0679405283
A4378,0440508975
A4379,0440508975
A4380,0006751504
A0372,0515137111
A0624,0345456939
A3154,0060504110
A4381,0060542799
A0376,0743469844
A0568,0553583573
A2581,0446613886
A4382,0449148238
A0403,0373289278
A4383,0451205561
A2416,1551667371
A4384,1551667398
A4385,0778320324
A4386,0778320413
A1166,0553107380
A0228,0375406182
A1018,0553271636
A4387,1892145057
A4388,1892145057
A4389,1892145057
A0353,0345389964
A4390,0486256111
A0110,0679751521
A4391,0590120727
A4392,1888054557
A4393,0312099045
A4394,0312099045
A0630,0312966091
A4395,0385265565
A0145,0670813648
A1531,0892961759
A1786,0345372433
A0186,0399144315
A1933,0786883219
A0466,0375504613
A4396,0785263535
A2591,0380896389
A2591,0380896419
A4397,0671252941
A4398,155972272X
A4399,0393046338
A0630,0671001795
A4400,0316526835
A4401,0385307888
A4402,0385307888
A2654,039447970X
A0637,0425161285
A0043,0156904365
A4403,0156904365
A4404,0743448421
A2124,014034991X
A0598,0440414539
A4405,006106498X
A4406,006106498X
A4407,0553274295
A4030,0590457799
A4408,0689800843
A0603,0590457233
A4409,0689311001
A4410,0590926675
A0444,0671794019
A4411,0671794019
A0441,0440403332
A0599,0440948991
A4408,0689849176
A4412,1586480103
A2639,1586480103
A4413,1570282021
A4414,0877950938
A4415,0743490398
A0285,0451524667
A4416,0451524667
A4417,0446600253
A0801,0345386744
A4418,0965894355
A1215,0671039857
A1215,0671039830
A4419,0671007696
A1215,067100767X
A0828,0140063838
A4420,0207169519
A4421,0684870819
A0018,1558748040
A0019,1558748040
A1649,1558748040
A4422,0425132986
A4423,0439053862
A1215,0743403614
A4424,013029442X
A4425,0843925027
A3991,0756400953
A2417,1559210869
A0872,0886779960
A0371,033042095X
A4426,0789716399
A2168,0821767240
A2045,0515135356
A0138,0316782262
A2616,0525945210
A4427,0786869054
A0555,0446530387
A4428,0688177743
A4429,0375413634
A4430,0425147762
A0134,0399149295
A4431,0066212693
A3813,0670031062
A0257,0679439382
A4432,1565123417
A0583,0451179188
A4433,0786867612
A4434,0061098035
A0243,0553572105
A4435,051512950X
A4436,0312926456
A4437,0786889837
A0084,0804108749
A0566,0425121631
A4438,0804109052
A4439,0345402308
A0583,0451168690
A1627,067945960X
A0132,0316693235
A0535,0451188616
A4440,050552208X
A4017,0380820846
A0062,0425153975
A0574,0425119653
A0135,0553579983
A0064,0399149325
A4441,042515971X
A4442,1583144269
A2962,0446610852
A4443,0821771426
A1096,0671744577
A4444,0373261047
A1212,0743233468
A0008,0804114986
A2256,0380808072
A0139,067179356X
A1212,0743410505
A2007,0380750848
A4445,0425151883
A0131,0446611808
A4446,0310220033
A3742,0553583360
A0130,0446600709
A4447,0671019929
A3396,044915002X
A2976,0425178579
A0370,0449907953
A4448,1551669498
A2962,038081448X
A4449,0140069135
A3724,0696214563
A4450,0696214563
A4451,0696214563
A0185,044808919X
A0185,0448089165
A1596,0451626079
A4452,0451626079
A4453,0451626079
A4454,1563831236
A0035,1563831236
A4455,1563831236
A4454,156383121X
A0035,156383121X
A4455,156383121X
A3138,0028620666
A4456,1892051176
A4457,0877201358
A4458,0844273252
A4459,0201741644
A4460,0201741644
A4461,1559362324
A1553,0345430786
A0132,0316710571
A4462,0060555513
A4463,0892967544
A4464,0399148655
A2932,0312319142
A4465,0345457587
A0976,0345453417
A4466,0060555653
A1988,0316591122
A2187,0312319517
A4467,0380978830
A1624,0385336209
A0619,0553802526
A0130,0446530689
A0647,0399150854
A0493,0060083956
A1327,0446531421
A1326,0446531421
A1729,0312306814
A4468,0312271786
A0339,0399150870
A0134,0399149821
A0062,0553802496
A1627,0345452577
A0377,1400041414
A4469,0060193883
A1215,0743428684
A0725,0525947655
A1703,0312316690
A4470,0060005556
A4471,0312304269
A4472,0312304269
A0574,0399148760
A0132,0316603287
A0339,0399145664
A0332,0425178102
A2584,0553580515
A4473,0749301015
A4474,0749301015
A4475,0749301015
A4476,0445204222
A4477,1930252501
A2526,0515123293
A1283,0312985207
A2044,0312985207
A4478,0449220354
A4479,0312981260
A4480,067104754X
A4481,0385144741
A4482,0385144342
A4483,0595175686
A4484,1594082316
A4484,1410777057
A4485,0374172471
A1259,2070394867
A4486,0609807420
A4183,0425122956
A2029,0451208765
A0738,0618129022
A1536,0345423402
A1536,0345423429
A1536,034544356X
A2029,0743454146
A0145,0451210840
A4090,0425152367
A4487,0553374435
A0062,0553106643
A4488,0553057707
A4489,1853263508
A4490,1567185711
A4491,1560251476
A4492,1560251476
A0240,0449223795
A4493,1568846533
A4494,0312144075
A4495,0684869233
A0794,0156007479
A1537,0061031844
A4496,0312267177
A0207,0345434943
A4497,1860110886
A0395,0875421849
A4498,0786868619
A4499,0786868619
A4500,0786868619
A4501,037550303X
A0226,0345442741
A4502,0970272707
A0062,0399138439
A4503,0130484717
A4504,0452276365
A1026,0671723650
A1026,0671733354
A2029,0451206525
A1966,0140445943
A4505,0140445943
A4506,1557489297
A4507,0553280430
A0145,0451167317
A4508,0821725998
A0835,0590444646
A4509,039951743X
A4510,039951743X
A0283,0671517643
A4511,155748919X
A4512,1577480112
A4513,0451457250
A4514,0394741838
A4515,0394741838
A4516,0394741838
A4517,0394741838
A4518,0394741838
A4519,0394741838
A4520,0345428455
A2371,0671541749
A2370,0671541749
A2221,0345314875
A4521,0140446109
A4522,0140446109
A4523,0140446109
A4524,014044422X
A4525,014044422X
A4526,0140147683
A4527,0452270294
A4528,1560766263
A4529,014011341X
A4530,0155026607
A4531,0155026607
A4532,0155026607
A1739,0312850247
A4533,0312850247
A4520,0786913886
A0406,0766607208
A4534,1884820298
A4535,1884820298
A1966,014042346X
A4536,014042346X
A4537,014042346X
A0082,0440133017
A4538,0140587640
A0372,0399144706
A4539,031285904X
A0430,0140444173
A4540,0140444173
A4541,0380769158
A4542,0380769158
A4520,1560760478
A4520,0880389052
A4520,0880389206
A4543,0140193669
A4544,0140193669
A4545,0140194916
A4546,0140255109
A4547,0140255109
A4548,0140255109
A0400,014070731X
A4549,014070731X
A3714,0140445145
A4550,0140445145
A4550,0140445145
A4551,0452010845
A1966,0140048162
A3982,0140390537
A4552,0140390537
A4553,0192713434
A0577,0345396936
A0336,0312261918
A4554,014010870X
A0400,0671722840
A4555,0553233890
A4556,0553346083
A4557,0330306839
A0418,0140181903
A1615,0140181903
A4558,0786881275
A4559,0786881275
A0829,0394587545
A0670,0020519303
A4560,0345315014
A3254,059022638X
A3255,059022638X
A1428,0590466178
A4561,0006514588
A4562,1578660432
A4563,0761116230
A4564,0761116230
A4565,1580174493
A2246,0380819600
A0111,0312980159
A3494,0821771116
A4566,0451403967
A0577,0451403967
A4567,0140277749
A4568,0140277749
A4569,1580050158
A0059,0451524195
A4570,0451524195
A4571,0821768093
A4572,0440214866
A4572,0440210046
A4572,0440214858
A4573,0380818957
A4566,0451191889
A0577,0451191889
A4566,0345423658
A4574,0743410262
A4575,0515119660
A4576,0312979851
A0112,0312979886
A4577,0446671339
A4578,0446671339
A2976,0425173631
A4579,0451524748
A4580,0451524748
A4580,0451524748
A4581,0553212451
A4582,0553212451
A1315,0451191137
A1316,0451191137
A1316,0451191137
A3314,0553299611
A0577,0679454489
A0577,0679454470
A2976,0425176304
A3083,0684824485
A4583,0684824485
A3083,0684801558
A1509,0440225639
A3083,0811212475
A4584,0811212475
A4585,0553584782
A4586,0805417761
A4587,0805417761
A4588,087542791X
A4589,015696158X
A1408,0679720200
A4590,0679720200
A4591,1852302089
A4592,0140092838
A3340,0679424474
A4593,0373250371
A0630,0312983271
A4594,0312983271
A3394,0312983271
A4595,0060507845
A0436,0345295684
A4596,0312204353
A4597,1551669285
A4598,0446670111
A4599,0020545509
A4600,0385468490
A4601,0312979096
A4602,0385313861
A4603,0323023924
A4604,0323023924
A0721,3257232993
A0653,3499141639
A4605,0702217921
A4106,037328019X
A4606,1557735840
A4607,0515111341
A0587,0373242190
A4608,067163156X
A4609,0380541718
A4610,0749300663
A2095,0821221817
A4611,0684146010
A4612,0684146010
A4613,0441007163
A0179,0345391829
A1396,0345253884
A0118,0609603086
A4614,0553282816
A1018,0553284789
A1018,0553279556
A4615,0812580141
A0010,0374281947
A1999,0345420438
A4616,0689300549
A0436,0345384911
A0859,0345332997
A2693,0451194101
A3305,0451191013
A2395,0553564943
A0872,0886772370
A4617,0886772370
A4618,0671637185
A4619,0140154787
A4619,0140154787
A4620,0751514403
A2814,2070361381
A4621,2070361381
A4622,2070381161
A2926,2070380599
A3005,2070368823
A4623,2020477815
A4624,2020477815
A4625,2253151165
A4626,284205461X
A4627,2277220620
A4628,038073124X
A0035,038073124X
A4629,038073124X
A4630,0002713276
A4631,0002713276
A4632,0375725849
A0738,0345318587
A4633,0345340973
A4614,0440106443
A4634,0515104531
A4635,0515104531
A4614,0553238450
A0063,0671701231
A4614,0553290266
A2693,038072541X
A2224,0449204553
A1783,0446605409
A3426,0061009504
A4636,0142002399
A4637,0142002399
A4638,0330328743
A3005,2070376990
A3286,2264034882
A4639,2264034882
A4640,0786711256
A4641,0446605956
A4642,1864484098
A1604,0399136479
A1354,0679776818
A4643,0812508424
A4643,0812555333
A4644,0312931123
A4183,0312931123
A4645,1569711240
A4646,0441007880
A4646,0441007090
A4647,0812540034
A4648,0451458842
A4649,0345382455
A4650,0446610771
A4651,0812520076
A0853,0679416773
A1104,0812555171
A4652,0963784617
A0647,0440224713
A4653,0425096440
A3277,0553280414
A0372,0373484232
A0752,0064410137
A0753,0064410137
A2496,0064410137
A4654,0373291108
A4655,1402710658
A4656,1402710658
A4657,1402710658
A4658,1402710658
A2516,0446600377
A4659,0451410610
A0977,0345440765
A2030,0836251822
A4660,0763616087
A0179,3453209613
A0734,0517706814
A4661,0517706814
A4662,0517706814
A0599,0590044931
A4663,0590630938
A4664,0590630938
A4665,0439087961
A0847,0439087961
A2738,0141303786
A4666,0141303786
A0967,069401110X
A4667,069401110X
A2236,0786842431
A4668,068981934X
A0444,0671737295
A4669,081673416X
A4670,0439323738
A4671,0440496039
A4672,0440496039
A4673,0689710682
A4674,0689710682
A2236,0590462318
A4675,0394846656
A4676,0590458078
A3023,0152099905
A3024,0152099905
A3025,0152099905
A0444,0671745670
A4677,0671745670
A4678,157765692X
A0605,1577658043
A4679,0382243579
A2237,0590523465
A4680,0140319301
A3266,0816728798
A0599,0440472091
A1823,0439136369
A1824,0439136369
A1178,0688160867
A1179,0688160867
A2231,0590673181
A0599,0380712369
A4681,0380712369
A4682,0679804021
A4683,0679804021
A0444,0671798340
A4677,0671798340
A0835,0020418809
A4409,0449701778
A4684,0821730002
A4685,014034893X
A1428,0590483463
A2334,0385498799
A0967,0140366660
A4686,0140366660
A3087,0060278250
A3087,0060278234
A3087,0064471837
A4687,0064471837
A4688,0064471837
A4689,0345366239
A0179,0330262130
A4690,0416052029
A4691,0689867034
A2493,0786885971
A3134,0689870027
A4213,0590769588
A4692,0590769588
A4693,0786817909
A4694,0060595094
A4421,0684832178
A0270,0380807343
A3573,0380807343
A3134,0689859910
A4695,0957881436
A4696,0140341773
A0344,0553577123
A4697,0553577123
A4698,0553577123
A4699,0553577123
A0602,0307222519
A1815,0671021184
A0265,0064473627
A0376,0061008761
A4700,0684870827
A4701,0375727019
A4702,0375727019
A4703,042518689X
A0190,0380752891
A4704,0807848735
A4705,0813116791
A4706,0394744543
A1366,0385333501
A1719,0316925195
A4707,0425176053
A4708,0425176053
A4709,0330301497
A4710,0297778536
A0466,0812969812
A4711,0306803984
A0145,0451163524
A0145,0451194861
A3573,0451194861
A4712,0852073259
A0026,0452280621
A4713,0195042239
A0766,0140187375
A0145,0451166582
A0976,0671019732
A1282,0671026011
A4714,0231120621
A2742,1895555590
A4715,0888992424
A4716,088899124X
A4717,0006479650
A4718,0888991703
A4716,088899088X
A4717,0006479383
A0183,0330375253
A4306,0373834993
A1006,055337933X
A4719,0002245663
A0025,0385503822
A3243,0609804138
A4720,0345439104
A3695,0316852570
A0638,0061031410
A4721,0375757597
A4722,0140071083
A1065,0345248228
A4723,0374423415
A4724,0743439791
A0337,0192833669
A4725,0192833669
A4539,0812548221
A4726,0380784165
A4727,0684848406
A4728,0446677698
A4729,0451192990
A0911,0425105695
A1966,0441003524
A4730,0451455835
A0279,0679742565
A2584,0553575384
A0415,0449214176
A3154,0061031070
A0064,0425180638
A0286,1853260045
A4731,1853260045
A4732,1853260045
A0413,2266051326
A4733,0752860178
A4734,0441009239
A4444,0441008534
A3771,0312924801
A4735,1857970446
A4736,0786702427
A1428,0590477420
A1428,0590477447
A4737,0440222435
A3560,0451454537
A4738,0316555525
A4739,0688101194
A4740,0241123968
A4741,0060112719
A4742,0671739085
A4743,0821756044
A4744,0786004827
A4745,0751516678
A4746,0297828991
A4747,0061013722
A0118,0451163540
A4748,0735201994
A4749,1414011458
A4750,1564029654
A4751,1564029654
A4752,0307121259
A3275,0307121259
A4753,0671493183
A4753,0671493183
A0979,0679882812
A4753,067144901X
A3147,0399215921
A4754,0394900189
A4754,0394800206
A2531,039515023X
A2530,039515023X
A4755,0953881024
A2367,1852860596
A0400,0521426219
A4756,0521426219
A4757,0859344304
A4758,0859344304
A0125,0671787551
A4759,0671787551
A0125,0671869108
A0872,0812516001
A0945,0394821998
A4760,0449208796
A4761,0393318451
A0505,0192835181
A4762,0192835181
A4763,3518115758
A4764,3442432073
A4765,3442432073
A3266,1853261076
A4766,0786706953
A4767,0345443233
A2932,0688149626
A0372,0399145923
A0132,0316693251
A1840,0373706936
A4768,0804107432
A4769,2070373622
A1208,0375503994
A3752,0375503994
A4770,0688062229
A4771,0688062229
A1747,0937295078
A1748,0937295078
A4772,3540587101
A4773,3540587101
A4774,1565922093
A4775,1565922093
A4776,1565925653
A3083,068416325X
A4777,0843105550
A4778,0672324253
A4779,0672324253
A0720,3442722497
A4780,3442722497
A2708,3442545544
A4781,3257225334
A4782,3257206089
A4783,0312423187
A4784,3746614007
A4785,3746614007
A4786,3548253652
A4787,0140063331
A0279,0679735909
A2591,0380716542
A2591,0380792486
A0069,0670881767
A0864,0451523377
A4788,0451523377
A4789,0452281423
A0577,0452281423
A4790,0553581651
A4791,2290314889
A0599,0380709139
A0620,0380709139
A0965,0679775439
A0738,0345272609
A0738,0345272595
A0738,0345272587
A4792,3499433265
A4793,3871340758
A4794,3498063618
A4795,3423122080
A4796,3423122080
A4797,3423122080
A0367,3548252443
A1057,3404242327
A4798,3746680174
A4799,3746680174
A4800,3596215226
A4801,3518379089
A4802,3518373080
A4803,3518373080
A4804,340460024X
A4805,0748702784
A1723,3257018959
A4806,3257018959
A0303,0553240633
A2601,0786817089
A4807,0385334923
A1483,0345445856
A1096,0743437136
A4808,344272872X
A4698,344272872X
A0292,0684841215
A0975,1587242583
A3055,3746616360
A4809,0140026177
A1018,0449221490
A1028,067943335X
A0183,0670033332
A1337,0060520515
A0637,042513699X
A0084,0679407715
A1355,0747273200
A0682,015602943X
A4810,037570485X
A4810,0671686151
A0637,0345455916
A4811,1931081743
A4812,1931081743
A4813,1932047247
A4814,1930586787
A0967,3401045660
A4815,3401045660
A0994,0156028352
A4816,0679733485
A4817,0732269199
A0095,0671877046
A4818,0380761599
A4819,0446609900
A1046,0553281437
A1047,0553281437
A1046,0553279025
A1047,0553279025
A2392,0886773741
A4820,0609608924
A4821,0812549007
A1046,0553276387
A1047,0553276387
A2392,0886771625
A4822,0440223547
A2280,0140186484
A4823,0140186484
A4824,059041691X
A4825,059041691X
A3259,0590457403
A1195,0448095041
A1195,044809505X
A4826,0380728508
A4827,0312916450
A4828,0804106576
A4829,1886910529
A4182,0140818030
A4830,0140818030
A3204,0061032042
A0164,0061032042
A4831,156647101X
A4832,0684825414
A0659,0385475462
A0371,0515126098
A4833,1888608501
A0353,0345387651
A0308,0345384563
A4834,0590440152
A1070,0553287893
A4835,0451628640
A4836,1566891051
A4837,0883964201
A4838,0883964716
A4839,1881273628
A4840,0785266097
A4841,1883013852
A4842,1883013852
A4843,1883013860
A4844,1883013860
A0911,0425067866
A4845,0812092007
A4017,1586602241
A4846,0736905324
A4847,0393047229
A4848,0061073628
A4849,0688140475
A4850,0609808400
A4851,0609808400
A4852,0609808400
A4847,0743200330
A4853,0743200330
A4854,1931402213
A4855,0966723724
A4856,0875730701
A4857,0875730701
A4858,0972208607
A4859,1884800394
A4860,0971971501
A4861,0397320426
A3669,0553580531
A4862,042517364X
A2746,0451160193
A1394,0679402292
A4863,0811801020
A0577,0679433023
A4864,0679446672
A0967,0553212036
A1552,0679463321
A0042,0679444815
A0042,0394589424
A4865,0465072836
A0220,0486268705
A0184,0486268705
A2597,0486275477
A1187,0399145796
A0400,0140714545
A4866,0140714545
A4867,0140714545
A4868,0072546409
A0057,0060921145
A4869,1841763101
A4870,1841763101
A4869,1855329816
A4871,1855329816
A4869,184176311X
A4870,184176311X
A4872,085045512X
A4873,085045512X
A4874,0007137508
A0353,037540290X
A4875,037540290X
A0240,0553241729
A4876,0517883864
A3340,0446313939
A4877,0446313939
A0371,0671680781
A4878,1592869629
A1250,0800782194
A4879,0821761196
A4880,0061084719
A4881,1551661594
A4882,0515120340
A0633,0821761730
A0824,0812507428
A0823,0812507428
A0062,0425121259
A1325,0061030430
A4883,0840757239
A4884,0553138014
A4885,1586481614
A0244,0553572210
A0240,0553288342
A4886,1575668475
A0145,0743467523
A0894,0312950489
A0152,014012389X
A4887,014012389X
A4887,014012389X
A4888,0804106274
A4889,038548755X
A4890,038548755X
A1783,0446353205
A4614,0553208225
A4891,0770103936
A4892,0373970021
A2624,042516019X
A0487,0446357405
A3885,0340223030
A4893,067180913X
A4894,067167269X
A4895,0722150954
A4896,1552780724
A1451,0440223822
A1122,042509586X
A1122,0441090729
A1122,0425097226
A4897,0446675962
A4898,0312867395
A0327,0345300807
A0155,0446517984
A4237,006464801X
A0372,0373834284
A0546,0440224853
A0161,0345404114
A4899,074723003X
A4899,0747230293
A4900,0553579193
A4901,0471407380
A4902,0060984422
A0323,0553567152
A4903,0451211014
A0323,0553283502
A3259,0440219817
A0323,0553570870
A4904,0786813709
A0131,0446361739
A0820,0141007338
A4905,0002261529
A4906,0007110928
A4373,0375760393
A1298,0440467012
A0911,0425129586
A4907,0373168284
A0981,0679745130
A4721,0375502815
A2339,0590483803
A0376,0671027662
A4908,1580081231
A4909,0452279089
A4910,0452279089
A4911,0316779075
A4912,0316779075
A4913,0399523308
A4914,020162690X
A4913,0671021761
A4915,0915473569
