Author_id,Name
A3925,Tim Po
A3926,Bernard E. Rollin
A3927,Helen Stauffer Winter
A3928,Maeve Brennan
A3929,Mary D. Robertson
A3930,Cherrie Moraga
A3931,Andrea Carlisle
A3932,Mary Narkiewicz
A3933,Madonna Kolbenschlag
A3934,Mimi Luebbermann
A3935,Arlene S. Skolnick
A3936,Jerome H. Skolnick
A3937,Bella Abzug
A3938,Susan Brownmiller
A3939,Anne Wilson Schaef
A3940,Charles M. Tatum
A3941,Nicole Blackman
A3942,Robin Bernstien
A3943,Seth Clark Silberman
A3944,Ruth Baetz
A3945,Amanda Davis
A3946,Jyl Lynn Felman
A3947,Cynthia Kadohata
A3948,Michael E. Gerber
A3949,John Eldredge
A3950,Padriac Colum
A3951,Eileen Campbell
A3952,Thomas R. P. Mielke
A3953,Luciano De Crescenzo
A3954,Linde Birk
A3955,Morton Rhue
A3956,A. A. Attanasio
A3957,Patricia Hedges
A3958,Patricia H. Hedges
A3959,John Andrew Storey
A3960,William Barrett
A3961,Amber K
A3962,Mary Daheim
A3963,Holly-jane Rahlens
A3964,Michael Dibdin
A3965,Anthony Burgess
A3966,Fyodor Dostoevsky
A3967,Constance Garnett
A3968,Joseph Frank
A3969,James Ryan
A3970,Chico Buarque
A3971,Alison Entrekin
A3972,Gregory Rabassa
A3973,Elizabeth Fishel
A3974,Janette Turner Hospital
A3975,Miguel Hernandez
A3976,Jody Shields
A3977,Alex Capus
A3978,Stephen M. Wylen
A3979,Bernhard W. Anderson
A3980,Katheryn Pfisterer Darr
A3981,Shmuley Boteach
A3982,Herman Melville
A3983,Tom Quirk
A3984,James Preston Girard
A3985,Michael Horowitz
A3986,Vicki Marshall
A3987,Sydne Heather Schinkel
A3988,Thomas Charles Schinkel
A3989,Melanie Rawn
A3990,Jennifer Roberson
A3991,Kate Elliott
A3992,Orhan Pamuk
A3993,Erdag Goknar
A3994,Goldberry Long
A3995,Kathleen Norris
A3996,Ashley Warlick
A3997,Gordon S. Haight
A3998,Dinah Birch
A3999,Kitty Ray
A4000,Geraldine Brooks
A4001,P. C. Cast
A4002,Karla /lansdowne/save Hocker
A4003,Judith A. Lansdowne
A4004,H
A4005,Sarah Gallick
A4006,Maggie Haberman
A4007,Jeane Macintosh
A4008,P. B. Ryan
A4009,Maddy Hunter
A4010,Sherrilyn Kenyon
A4011,Jill Churchill
A4012,Jenna Mcknight
A4013,Katie Macalister
A4014,Evelyn Vaughn
A4015,T.r. Reid
A4016,Kinley Macgregor
A4017,Julia Quinn
A4018,Stephen A. Bly
A4019,Warren Dunford
A4020,Albert Murray
A4021,Elizabeth Mccracken
A4022,Nadine Gordimer
A4023,E. M. Forster
A4024,John Hersey
A4025,Kate Flint
A4026,Charlotte Brontë
A4027,Michael Mason
A4028,Thomas L. Long
A4029,Theresa Nelson
A4030,William Taylor
A4031,Krandall Kraus
A4032,Barrett Tillman
A4033,Joyce M. Roche
A4034,Marie Rodriguez
A4035,Phyllis Schneider
A4036,Rita Ciresi
A4037,Leonard B. Scott
A4038,Patricia Nell Warren
A4039,Anthony Bonner
A4040,Jess Stearn
A4041,Jean-christophe Rufin
A4042,Torey Hayden
A4043,Arthur Conan Doyle
A4044,Samuel R. Delany
A4045,Stephen D. Allen
A4046,Bob Davis
A4047,Shirley
A4048,Alesia Holliday
A4049,Beatles
A4050,Richard N. Patterson
A4051,Richard L. Polese
A4052,Peace Pilgrim
A4053,Barbara Savage
A4054,Loren Eiseley
A4055,Gale E. Christianson
A4056,James Bannon
A4057,James O'Reilly
A4058,Tara Austen Weaver
A4059,Anne Calcagno
A4060,Lesley Downer
A4061,David Gates
A4062,Thomas Scoville
A4063,W. Somerset Maugham
A4064,Somerset Maugham
A4065,T.coraghessan Boyle
A4066,Nancy Alberts
A4067,Karen Jerome
A4068,Valerie Carnes
A4069,Bruno Maddox
A4070,Sandra Magsamen
A4071,Robert Claiborne
A4072,Hugh Prather
A4073,Gerald Jampolsky
A4074,Alice Randall
A4075,Thomas Tryon
A4076,L.p. Hartley
A4077,Peter Quennell
A4078,Gertrud Muel Nelson
A4079,Michael Kunze
A4080,John G. Fuller
A4081,Charles Barry Townsend
A4082,Barbara Hoberman Levine
A4083,Jim Dreaver
A4084,Barbara Graham
A4085,Victoria Roberts
A4086,Kevin Leman
A4087,Lydia Adamson
A4088,Margot Adler
A4089,Terence Hanbury White
A4090,Katherine Mosby
A4091,Philippe Djian
A4092,Kara Dalkey
A4093,Kirsty Gunn
A4094,Edward Gorey
A4095,Mick Middles
A4096,Melvyn Bragg
A4097,Thomas Mann
A4098,John E. Woods
A4099,Michael Frayn
A4100,Steve Jackson
A4101,Ian Livingstone
A4102,Will Randall
A4103,James Hawes
A4104,William Makepeace Thackeray
A4105,Thomas De Quincey
A4106,Alan Russell
A4107,Douglas Lindsay
A4108,Kathryn Wesley
A4109,Richard L. Zettler
A4110,Lee Horne
A4111,Alexandra Fuller
A4112,Bill Cleaver
A4113,Vera Cleaver
A4114,Christopher Wright
A4115,Linda Bolton
A4116,Dana Facaros
A4117,Thomas Parsons
A4118,Lily Tuck
A4119,Harold Tarrant
A4120,Hugh Tredennic
A4121,Frans Haacken
A4122,Eliyahu M. Goldratt
A4123,Jeff Cox
A4124,Bettine Von Arnim
A4125,Till Raether
A4126,Erich Kästner
A4127,Jay Parini
A4128,Alix Kates Shulman
A4129,Emily Carmichael
A4130,Phyllis A. Whitney
A4131,Michael Wallner
A4132,Corina Tettinger
A4133,David Congalton
A4134,Mary Alice Monroe
A4135,Donald E. Knuth
A4136,Graham Salisbury
A4137,Martine Bates
A4138,Sarah Masters Buckey
A4139,Robert M. Pirsig
A4140,Jack Henry Abbott
A4141,Michio Kaku
A4142,Robert O'Keefe
A4143,Zolar
A4144,Elizabeth Clare Prophet
A4145,Patricia R. Spadaro
A4146,Lewis Richmond
A4147,Eckhart Tolle
A4148,Erich Von Daniken
A4149,Genevieve L. Paulson
A4150,Jane Hope
A4151,Borin Van Loon
A4152,Rev Ray T. Malbrough
A4153,Israel Regardie
A4154,Melvin Morse
A4155,Father Oscar Lukefahr Cm
A4156,R. J. Stewart
A4157,Brother Lawrence
A4158,Phyllis Galde
A4159,Jan Fries
A4160,Denise Linn
A4161,Jack Hamm
A4162,Kate Horsley
A4163,Gary Quinn
A4164,Jonathan Dee
A4165,Marian Green
A4166,Horik Svensson
A4167,Llewellyn
A4168,Donald Michael Kraig
A4169,Andrew Mcgahan
A4170,Kay Redfield Jamison
A4171,Guy Damian-knight
A4172,Edward Shorter
A4173,Elliot Perlman
A4174,Jim Schutze
A4175,Michael Dobbs
A4176,Geoffrey Chaucer - Edited By A. C. Cawley
A4177,Minfong Ho
A4178,Nancy Madore
A4179,Ursula K Le Guin
A4180,Virgil
A4181,David West
A4182,Jean Rhys
A4183,Whitley Strieber
A4184,Karen Harper
A4185,Amy R. Kaplan
A4186,Michael Keller
A4187,Jimmy Thapa
A4188,Raymond Buckland
A4189,Anna Maxted
A4190,Jon Hassler
A4191,Shannon Drake
A4192,Robert Kornwise
A4193,Linda Greenlaw
A4194,Sheldon Vanauken
A4195,Susan Polis Schutz
A4196,Stephen Schutz
A4197,Braun Lilian Jackson
A4198,Alison Fraser
A4199,Robyn Donald
A4200,N. Richard Nash
A4201,Wayne W Dyer
A4202,Ford Madox Ford
A4203,Brandon
A4204,Jay Brandon
A4205,Will Hobbs
A4206,Witi Tame Ihimaera
A4207,Luis Sepúlveda
A4208,François Maspéro
A4209,Landoll Inc.
A4210,Alexandra Stoddard
A4211,Marc Romano
A4212,Margot Anand
A4213,Scholastic Books
A4214,Ellen Miles
A4215,Ben M. Baglio
A4216,Melinda Blanchard
A4217,Robert Blanchard
A4218,Anthony Gottlieb
A4219,Richard Littlejohn
A4220,Kimeron N. Hardin
A4221,Marc-edouard Nabe
A4222,John Lantigua
A4223,Ralph Waldo Emerson
A4224,Robert Slater
A4225,John Gardner
A4226,Fred Vargas
A4227,Irene B. Brand
A4228,Stanley Appelbaum
A4229,Adam Barrow
A4230,Andrews
A4231,Andrew Calcutt
A4232,Alex Flinn
A4233,Ian Small
A4234,Michael Bernstein
A4235,Scott Robertson
A4236,Nick Danziger
A4237,Mary Kay Ash
A4238,Marguerite Kelly
A4239,Elia Parsons
A4240,Rebecca Hirsh
A4241,Judith Zimmer
A4242,Durell Godfrey
A4243,Patricia A. Mckillip
A4244,Heinrich Boll
A4245,Christel Rost
A4246,Damien Simonis
A4247,Daniel Robinson
A4248,Tony Wheeler
A4249,Cyril Collard
A4250,Brigitte Chabrol
A4251,Valérie Malfoy
A4252,Jean-noël Schifano
A4253,Magnan
A4254,Eudora Welty
A4255,Vladimir Radunsky
A4256,Bagram Ibatoulline
A4257,Shelley Moore Thomas
A4258,Jennifer Plecas
A4259,Chris Hedges
A4260,Julien Gracq
A4261,Jerome Klapka Jerome
A4262,Fédor Dostoïevski
A4263,Alain Besançon
A4264,Albert Mousset
A4265,Montherlant
A4266,Pam Frankau
A4267,Richard Firstman
A4268,Jamie Talan
A4269,Harold Robbins
A4270,Sam A. Donaldson Jr.
A4271,Christine Mcguire
A4272,Carla Norton
A4273,Allan Eckert
A4274,Jack Womack
A4275,Pierre Pelot
A4276,Anne Damour
A4277,Stéfan Zweig
A4278,Dominique Autrand
A4279,Clifford D. Simak
A4280,Jerome K. Jerome
A4281,Georges Simenon
A4282,Rose-marie Makino-fayolle
A4283,L. Sprague De Camp
A4284,Lin Carter
A4285,August William Derleth
A4286,Sr. Mary Jean Dorcy
A4287,J.n. Williamson
A4288,Gary Null
A4289,Sharan Newman
A4290,A E Van Vogt
A4291,Brady
A4292,Earl B. Mcelfresh
A4293,Adam Braver
A4294,Piers Paul Read
A4295,Sydney Omarr
A4296,Carl Payne Tobey
A4297,Leonard Barden
A4298,Charles H. Goren
A4299,Carole Bellacera
A4300,Philipp Vandenberg
A4301,Jeffery Hudson
A4302,Birgit Schönberger
A4303,Zoë Jenny
A4304,A. L. Haskett
A4305,Mary Jane Maffini
A4306,Judith Arnold
A4307,Barbara Keiler
A4308,Christopher Paul Curtis
A4309,Karin Fossum
A4310,Joseph Garcia
A4311,Burton White
A4312,Yitta Halberstam
A4313,Judith Leventhal
A4314,Bernie S. Siegel
A4315,Matt Ridley
A4316,Thomas K. Landauer
A4317,Syed Hussein Alatas
A4318,Jennifer Worick
A4319,Kerry Colburn
A4320,Anne Higgins
A4321,Millie Stamm
A4322,Susan Ostrov Weisser
A4323,Millie Criswell
A4324,Heather Mcnamara
A4325,Lois Keith
A4326,E.d. Hirsch Jr.
A4327,Mark Fuhrman
A4328,N Collins
A4329,Alan Titchmarsh
A4330,Milligan
A4331,Stephen Fry
A4332,Jonathan Miller
A4333,Dawna Walter
A4334,Mark Franks
A4335,Betty Bethards
A4336,Jaclyn Grace
A4337,James V. Hart
A4338,Alan Aldrich
A4339,D H Lawrence
A4340,Fiona Walker
A4341,Lance Armstrong
A4342,Sally Jenkins
A4343,Pam Young
A4344,Peggy Jones
A4345,Sena Jeter Naslund
A4346,Roy Blount Jr.
A4347,Edward Abbey
A4348,Redmond O'Hanlon
A4349,Evan Harris
A4350,Shang Chun Shu Cun
A4351,Matthew Bunson
A4352,Page Bryant
A4353,Dennis Wholey
A4354,Jerome Charyn
A4355,Barry Sears
A4356,Bill Lawren
A4357,Christian De La Huerta
A4358,Matthew Fox
A4359,Jim Morrison
A4360,Christine Wiltz
A4361,Michael Thomas Ford
A4362,Tommy Tune
A4363,Stuart Smalley
A4364,Martin
A4365,Ken Sprague
A4366,Elan Golomb
A4367,Alice A. Bailey
A4368,Susan Forward
A4369,Jim Davis
A4370,Anne Fine
A4371,Jean Booker
A4372,Alice Mary Connally Fisk
A4373,Michael Pollan
A4374,Phyllis Richman
A4375,Valerie Wolzien
A4376,Bobbie Hinman
A4377,Millie Snyder
A4378,Beverly West
A4379,Nancy Peske
A4380,Jean Ure
A4381,Karin Yapalater
A4382,Nancy Star
A4383,Joanna Carl
A4384,Laura Van Wormer
A4385,Ginna Gray
A4386,Helen R Myers
A4387,Maira Kalman
A4388,Tibor Kalman
A4389,Steven Heller
A4390,Frank O. Braynard
A4391,Todd Strasser
A4392,Pamela E. Apkarian-russell
A4393,Michael Wallis
A4394,Suzanne Wallis
A4395,Alex Kotlowitz
A4396,Michael Savage
A4397,Candice Bergen
A4398,George Mair
A4399,G. Garfield Crimmins
A4400,Ann Linnea
A4401,Barbara Sher
A4402,Barbara Smith
A4403,Fritz Eichenberg
A4404,Phoebe Mcphee
A4405,Stephen Fuentes
A4406,Melanie Munnell
A4407,Wilson Rawls
A4408,Margaret Peterson Haddix
A4409,Willo Davis Roberts
A4410,Barry Denenberg
A4411,Gary A. Lippincott
A4412,Tom Brokaw
A4413,J. Lawler
A4414,Fred Mustard Stewart
A4415,Phil Mcgraw
A4416,C. M. Woodhouse
A4417,Rudolfo Anaya
A4418,Anne Barone
A4419,V. C. Andrews
A4420,John Forbes
A4421,Kay Allenbaugh
A4422,Sonja Massie
A4423,Susan Campbell Bartoletti
A4424,Jeffrey D. Greene
A4425,Stuart Friedman
A4426,Joe Kraynak
A4427,Cassandra King
A4428,Jodi Picoult
A4429,Stephen L. Carter
A4430,Anchee Min
A4431,Jillian Medoff
A4432,Lisa Gornick
A4433,Betsy Carter
A4434,Kyle Mills
A4435,Martin J. Smith
A4436,Thomas French
A4437,Nancy Taylor Rosenberg
A4438,Shelby Yastrow
A4439,Stanley Pottinger
A4440,Amanda Ashley
A4441,David Wiltse
A4442,Sonia Icilyn
A4443,Mccoy Judi
A4444,Charlaine Harris
A4445,Suzanne Forster
A4446,Alton Gansky
A4447,Philip Kerr
A4448,Stef Ann Holm
A4449,Julian Symons
A4450,Gardens Books
A4451,Linda Hallam
A4452,Swami Prabhavananda
A4453,Frederick Manchester
A4454,G
A4455,R Publishing
A4456,Claire Folkard
A4457,Abby Kanter
A4458,Raymond Pierson
A4459,Phil Gross
A4460,Mike Gross
A4461,Nilo Cruz
A4462,Reed Arvin
A4463,David Rosenfelt
A4464,Giles Blunt
A4465,Stephen Frey
A4466,Austin Clarke
A4467,Sue Henry
A4468,James W. Hall
A4469,Virginia Lanier
A4470,James Grippando
A4471,Stephen J. Cannell
A4472,Stephen Cannell
A4473,Shane
A4474,Sheridan
A4475,Jim. Screenplay Based On The B
A4476,Hugh Cook
A4477,Alien Stevens
A4478,John J. Nance
A4479,Matthew Reilly
A4480,William Kent Krueger
A4481,Michael Macdonald Mooney
A4482,Allen Drury
A4483,Michael Darkow
A4484,Maria Elena Morgan
A4485,Murray Bail
A4486,Jim Karas
A4487,Gay Hendricks
A4488,Marilyn Vos Savant
A4489,Curl
A4490,Martin V. Riccardo
A4491,Jana Marcus
A4492,Katherine Ramsland
A4493,Ruth Maran
A4494,Gail Tsukiyama
A4495,Jeanne Kalogridis
A4496,Andrew X. Pham
A4497,Catharina Day
A4498,Malika Oufkir
A4499,Michele Fitoussi
A4500,Ros Schwartz
A4501,Mckay Jenkins
A4502,Patricia Wynn
A4503,William Cohen
A4504,Theresa Foy Digeronimo
A4505,Michael Alexander
A4506,Kjersti Hoff Baez
A4507,Ray Grigg
A4508,Peter Albano
A4509,Rod R. Butterworth
A4510,Mickey Flodin
A4511,Andrea Boeshaar
A4512,Jane Orcutt
A4513,Ashley Mcconnell
A4514,Margaret
A4515,Williams
A4516,Michael
A4517,Hickman
A4518,Tracy
A4519,Copyr
A4520,R.a. Salvatore
A4521,Lucretius
A4522,Ronald E. Latham
A4523,John Godwin
A4524,Horace
A4525,W. G. Shepherd
A4526,Peter Mansfield
A4527,Paul Halpern
A4528,James Lowder
A4529,John Keegan
A4530,G. Lee Bowie
A4531,Robert C. Solomon
A4532,Meredith W. Michael
A4533,Bill Pogue
A4534,Rachel Bell
A4535,Howard Peiper
A4536,David Norbrook
A4537,H. R. Woudhuysen
A4538,Alice Notley
A4539,L. E. Modesitt Jr.
A4540,Rosemary Edmonds
A4541,Gerard Del Re
A4542,Patricia Del Re
A4543,Taisha Abelar
A4544,Carlos Casteneda
A4545,Michele Jamal
A4546,Duong Thu Huong
A4547,Phan Huy Duong
A4548,Nina Mcpherson
A4549,Emrys Jones
A4550,Michael Tanner
A4551,John T. Lawrence
A4552,Frederick Busch
A4553,Ian Kellam
A4554,Nien Cheng
A4555,Annie Dillard
A4556,Ann Hood
A4557,P J O'Rourke
A4558,Antonio Skarmeta
A4559,Katherine Silver
A4560,Pat Barker
A4561,Martina Devlin
A4562,Sandra Felton
A4563,Rose Marie Nichols Mcgee
A4564,Maggie Stuckey
A4565,Linda Yang
A4566,Alice Borchardt
A4567,Marcelle Karp
A4568,Debbie Stoller
A4569,Inga Muscio
A4570,Caroline G. Mercer
A4571,Kylie Adams
A4572,Sherryl Woods
A4573,Christie Ridgway
A4574,Patricia Cabot
A4575,Donna Gillespie
A4576,Beverly Brandt
A4577,Lori Schiller
A4578,Amanda Bennett
A4579,John Milton
A4580,Christopher Ricks
A4581,Upton Sinclair
A4582,Morris Dickstein
A4583,Matthew J. Bruccoli
A4584,Edmund Wilson
A4585,Harold M. Silverman
A4586,Henry Blackaby
A4587,Richard Blackaby
A4588,Silver Ravenwolf
A4589,Merlin Stone
A4590,Matthew Ward
A4591,Christopher Hammond
A4592,John Hawkes
A4593,Lindsay Faith Rech
A4594,Steffie Hall
A4595,Elizabeth Young
A4596,Paul Rogat Loeb
A4597,Alex Kava
A4598,Alan Lightman
A4599,Josephine Tey
A4600,Todd Komarnicki
A4601,Tina Wainscott
A4602,Stephen Wright
A4603,Joanne M. Dochterman Phd Rn Faan
A4604,Gloria M. Bulec
A4605,Elizabeth Jolley
A4606,D. C. Brod
A4607,John R. Riggs
A4608,Gerald Petievich
A4609,Charlotte Macleod
A4610,Jonathan Havard
A4611,Neil Shulman
A4612,Nei Shulman
A4613,Peter Bebrandt
A4614,Joseph Wambaugh
A4615,Ed Greenwood
A4616,Ursula Leguin
A4617,Richard Hescox
A4618,Kirk Douglas
A4619,Glenn Dakin
A4620,Jeffrey Robinson
A4621,Pierre Barbéris
A4622,Richard Bohringer
A4623,Andreï Kourkov
A4624,Nathalie Amargier
A4625,Christine Angot
A4626,Zoé Valdés
A4627,Djian
A4628,W
A4629,M Hoffer
A4630,Vitaliano Brancati
A4631,Patrick Creagh
A4632,Patrick Suskind
A4633,Susan Hubbard
A4634,Thomas Noguchi
A4635,A. Lyons
A4636,Andrea Camilleri
A4637,Stephen Sartarelli
A4638,Patrick Mccabe
A4639,J.p. Carasso
A4640,Alan Vanneman
A4641,Jean Hager
A4642,Odo Hirsch
A4643,Glen Cook
A4644,Jonathan Barry
A4645,Jim Silke
A4646,Rebecca Bradley
A4647,Terry Mcgarry
A4648,Mindy L. Klasky
A4649,Nancy Mckenzie
A4650,Karin Lowachee
A4651,K.w. Jeter
A4652,Vivian Schilling
A4653,W. Steven Brown
A4654,Sharon Schulze
A4655,Stanley Smith
A4656,Tom Bullimore
A4657,Derrick Niederman
A4658,Hy C
A4659,Elizabeth Mcgregor
A4660,Ron Koertge
A4661,Miguelanxo Prado
A4662,Margaret Sayers Pe
A4663,David Calder
A4664,Stieg Retlin
A4665,Pam Munoz Ryan
A4666,Gerald L. Holmes
A4667,Tasha Tudor
A4668,Dean Hughes
A4669,Janet Quin-harkin
A4670,Jane Harrington
A4671,Joan Aiken
A4672,Pat Marriott
A4673,Robert C. O'Brien
A4674,Zena Bernstein
A4675,Nick West
A4676,Colleen O'Shaughnessy Mckenna
A4677,Katherine Coville
A4678,James Fenimore Cooper
A4679,Irene Hunt
A4680,Felice Holman
A4681,Paul O. Zelinsky
A4682,Lisa Norby
A4683,Fernado Fernandez
A4684,Rick North
A4685,Mildred D. Taylor
A4686,Robin Lawrie
A4687,Leo
A4688,Diane Dillon
A4689,Katherine Neville
A4690,Monica Hughes
A4691,Cameron Dokey
A4692,Ellen Reymes
A4693,Deborah Gregory
A4694,Eliza Willard
A4695,Andrew Matthews
A4696,Girling
A4697,Otto M. Frank
A4698,Mirjam Pressler
A4699,Susan Mas
A4700,Stedman Graham
A4701,Michel Houellebecq
A4702,Frank Wynne
A4703,Deborah Morgan
A4704,Daniel W. Patterson
A4705,Jean Ritchie
A4706,Matt Groening
A4707,Josie Lloyd
A4708,Emlyn Rees
A4709,Germaine Greer
A4710,Henry Root
A4711,Paul M. Angle
A4712,Florence Scovel-shinn
A4713,Terry Alford
A4714,Diana Culbertson
A4715,Tim Wynne-jones
A4716,Brian Doyle
A4717,Karleen Bradford
A4718,Martha Brooks
A4719,Diane Schoemperlen
A4720,Christina Schwarz
A4721,Molly Jong-fast
A4722,Shirley Jackson
A4723,Rosemary Sutcliff
A4724,Julie Reece Deaver
A4725,Marilyn Butler
A4726,Andre Norton
A4727,Jacqueline Park
A4728,Lindsey Davis
A4729,Peter Tremayne
A4730,Anne Eliot Crompton
A4731,Marcus Stone
A4732,John Bowen
A4733,Jules Watson
A4734,Harris
A4735,Angela Doherty
A4736,Nicholas Guild
A4737,Kim Lewis
A4738,Frank Mcdonald
A4739,Dell Shannon
A4740,Rachel Billington
A4741,Iain Finlay
A4742,B. Wilson
A4743,Ashland Price
A4744,Rosemary Edghill
A4745,Emma Blair
A4746,Matthew Kneale
A4747,Marian Thurm
A4748,John Peterman
A4749,Cynthia Borris
A4750,Martin Waddell
A4751,Patrick Benson
A4752,Ole Risom
A4753,Sandra Boynton
A4754,P.d. Eastman
A4755,David Icke
A4756,Rex Gibson
A4757,N. Kantaris
A4758,P.r.m. Oliver
A4759,Dave Stern
A4760,Marge Piercy
A4761,Craig Nova
A4762,Mark Le Fanu
A4763,Ulrich Holbein
A4764,Mark Childress
A4765,Rudolf Hermstein
A4766,Gemma Alexander
A4767,Patricia Lewin
A4768,Marti Leimbach
A4769,Romain Gary (émile Ajar)
A4770,Donald J. Sobol
A4771,Ted Enik
A4772,Sushil Jajodia
A4773,V. S. Subrahmanian
A4774,Steve Cunningham
A4775,Judson Rosebush
A4776,Donnie O'Quinn
A4777,Stephen Cosgrove
A4778,Jesse Liberty
A4779,Mark Cashman
A4780,Christa Krüger
A4781,Doris Dörrie
A4782,Fanny Morweiser
A4783,Colum Mccann
A4784,Donna W. Cross
A4785,Wolfgang Neuhaus
A4786,Jan Mehlum
A4787,Jessica Andersen
A4788,Leonard Wolf
A4789,A. N. Roquelaure
A4790,Barbara Hambly
A4791,Prosper Mérimée
A4792,Dietrich Schwanitz
A4793,Cora Stephan
A4794,Gregor Sander
A4795,André Gide
A4796,Raimund Theis
A4797,Christine Stemmermann
A4798,Pierre Joffroy
A4799,Ulrich Kunzmann
A4800,Stefan Zweig
A4801,Friederike Mayröcker
A4802,Alejo Carpentier
A4803,Anneliese Botond
A4804,Willy Breinholst
A4805,Alan Durband
A4806,Jean-jacques Sempe
A4807,Deborah Moggach
A4808,Shulamit Lapid
A4809,Christopher Dolley
A4810,Elinor Lipman
A4811,Lucius Shepard
A4812,J. K. Potter
A4813,Robert Kelley
A4814,Walter Pruncel
A4815,Klaus Müller
A4816,Roberto Calasso
A4817,Peter Fitzsimons
A4818,Zecharia Sitchin
A4819,Penthouse International
A4820,Louise Voss
A4821,Meredith Ann Pierce
A4822,Kathryn M. Drennan
A4823,W.s. Merwin
A4824,Phil Hirsch
A4825,Brian Buniak
A4826,Deborah Scott
A4827,David Poyer
A4828,Barbara Seuling
A4829,Rebecca O'Connell
A4830,Hilary Jenkins
A4831,Glen Grant
A4832,Harry Crews
A4833,Mike Miller
A4834,Jan Brett
A4835,Jerry W. Ward
A4836,Tenaya Darlington
A4837,Douglas Pagels
A4838,Patricia Wayant
A4839,Gary D. Chapman
A4840,Larry Burkett
A4841,The Editors Of People Magazine
A4842,The Editors Of Peop
A4843,The Editors Of Entertainment Weekly
A4844,The Editors Of
A4845,Joe Stahlkuppe
A4846,Stormie Omartian
A4847,Rita Dove
A4848,Jewel
A4849,Nikki Giovanni
A4850,Tony Medina
A4851,Louis Reyes Rivera
A4852,Sonia Sanchez
A4853,David Lehman
A4854,Diana Barron
A4855,Kirby Record
A4856,Steven Ferry
A4857,Tanya Petrovna
A4858,Jean Krueger
A4859,Joel Brouwer
A4860,Donald W. Hayward
A4861,Jeannette Eyerly
A4862,Bill Buchanan
A4863,Kandy Radzinski
A4864,Jim Shepard
A4865,George C. Williams
A4866,A. R. Braunmuller
A4867,Stephen Or
A4868,Joel Spring
A4869,Rene Chartrand
A4870,Patrice Courcelle
A4871,Bill Younghusband
A4872,Philip Haythornthwaite
A4873,Bryan Fosten
A4874,Richard Holmes
A4875,George Guidall
A4876,Dave Marinaccio
A4877,Ralph Steadman
A4878,Allison Pollack Alexander
A4879,Jill Henry
A4880,Nancy Block
A4881,Janet Leigh
A4882,Rachelle Nelson
A4883,Charles R. Swindoll
A4884,Steve Shagan
A4885,Alex Beam
A4886,Chris Kenry
A4887,G.g. Marquez
A4888,Charlotte Bingham
A4889,Don Peppers
A4890,Martha Rogers
A4891,Michael Beres
A4892,Kay
A4893,Mary Kay Simmons
A4894,Kathryn Lynn Davis
A4895,P D James
A4896,Marsha Boulton
A4897,Bill H. Gates
A4898,Bryan Cholfin
A4899,Edith Pargeter
A4900,Katharine Kerr
A4901,Hugh Sebag-montefiore
A4902,Michael Lee West
A4903,Richard Evans
A4904,Rosie Rushton
A4905,Dermot Bolger
A4906,Pamela Stephenson
A4907,Ingrid Weaver
A4908,Richard N. Bolles
A4909,Gwen Gotsch
A4910,Judy Torgus
A4911,William Sears
A4912,Martha Sears
A4913,Vicki Iovine
A4914,T. Berry Brazelton
A4915,American College Of Obstetricians
A4916,Gynecologist
A4917,Marvin S. Eiger
A4918,Sally Wendkos Olds
A4919,Wendy Wray
A4920,Roe
A4921,Leslie Dunkling
A4922,Robin Norwood
A4923,Christina Baker Kline
A4924,Gale Pryor
A4925,Kate White
A4926,Jan Guillou
A4927,Lieselotte Kolanoske
A4928,Michel Faber
A4929,Shelomoh Di-nur
A4930,Philip Simpson
A4931,Tony Earley
A4932,J. P. Donleavy
A4933,James Patrick Donleavy
A4934,Elliot Banfi
A4935,Stuart David
A4936,Gay Courter
A4937,James R. Kincaid
A4938,Beryl Bainbridge
A4939,Kirsten Bakis
A4940,Bellow
A4941,David Almond
A4942,Chinua Achebe
A4943,Cheryl Ann Costa
A4944,Sage
A4945,Manjusha Pawagi
A4946,Leanne Franson
A4947,Thomas E. O'Hara
A4948,Stephen Sondheim
A4949,James Lapine
A4950,Jim Currie
A4951,Lauren Slater
A4952,John M. Gottman
A4953,Joan Declaire
A4954,Frederick Lenz
A4955,Scott S. Smith
A4956,Erika Lopez
A4957,Cynthia Macgregor
A4958,Gary Mechler
A4959,Steven P. Shelov M.d.
A4960,Vicki Lansky
A4961,Jack Lindstrom
A4962,Barry Reed
A4963,Thomas Swan
A4964,Martin Clark
A4965,P. J. Tracy
A4966,Tim Dolin
A4967,Harley Hahn
A4968,Cindy West
A4969,Mateu
A4970,Justine Fontes
A4971,Omar Rayyan
A4972,Alice Alfonsi
A4973,Bill Wallace
A4974,Carol Wallace
A4975,Jean Van Leeuwen
A4976,Adam Rapp
A4977,Nicole Luiken
A4978,Nancy Munger
A4979,William Heffernan
A4980,Norman Kelley
A4981,Ruth Birmingham
A4982,Paullina Simons
A4983,Miriam Therese Winter
A4984,Sid Kirchheimer
A4985,Tom Magliozzi
A4986,Greg Proops
A4987,Richard Lederer
A4988,Richard Howard
A4989,Henry W. Stine
A4990,B. B. Jordan
A4991,Leora Krygier
A4992,David Thompson
A4993,Diane Hoh
A4994,Hayden Mead
A4995,Kevin Jackson
A4996,Tim Lebbon
A4997,Steven Feinberg
A4998,Garfield Reeves-stevens
A4999,Richard L. Mcguire
A5000,Robert Poe
A5001,Charles Lamb
A5002,Paul B. Thompson
